CustomerKey,LastPurchaseDate,Days,Months
19849,4/23/2013 0:00,280,9
24827,4/7/2013 0:00,296,9
14445,4/6/2013 0:00,297,9
25760,4/3/2013 0:00,300,9
14399,4/12/2013 0:00,291,9
19557,4/15/2013 0:00,288,9
28113,4/18/2013 0:00,285,9
28803,4/27/2013 0:00,276,9
16609,4/3/2013 0:00,300,9
27970,4/4/2013 0:00,299,9
20851,4/17/2013 0:00,286,9
28880,4/8/2013 0:00,295,9
20602,4/10/2013 0:00,293,9
24489,4/13/2013 0:00,290,9
11654,4/24/2013 0:00,279,9
11113,4/21/2013 0:00,282,9
14110,4/23/2013 0:00,280,9
11671,4/8/2013 0:00,295,9
22122,4/13/2013 0:00,290,9
22059,4/1/2013 0:00,302,9
24349,4/3/2013 0:00,300,9
23762,4/21/2013 0:00,282,9
19563,4/30/2013 0:00,273,9
14090,4/30/2013 0:00,273,9
24223,4/6/2013 0:00,297,9
25305,4/13/2013 0:00,290,9
16523,4/6/2013 0:00,297,9
17997,4/18/2013 0:00,285,9
23954,4/8/2013 0:00,295,9
17605,4/18/2013 0:00,285,9
24346,4/23/2013 0:00,280,9
13068,4/6/2013 0:00,297,9
29052,4/1/2013 0:00,302,9
26181,4/11/2013 0:00,292,9
20376,4/26/2013 0:00,277,9
24907,4/6/2013 0:00,297,9
18106,4/21/2013 0:00,282,9
26762,4/30/2013 0:00,273,9
22540,4/24/2013 0:00,279,9
24990,4/25/2013 0:00,278,9
21352,4/9/2013 0:00,294,9
20270,4/22/2013 0:00,281,9
20705,4/1/2013 0:00,302,9
29049,4/5/2013 0:00,298,9
24927,4/4/2013 0:00,299,9
24140,4/28/2013 0:00,275,9
24455,4/15/2013 0:00,288,9
27967,4/18/2013 0:00,285,9
12507,4/11/2013 0:00,292,9
12630,4/26/2013 0:00,277,9
26696,4/28/2013 0:00,275,9
19328,4/14/2013 0:00,289,9
24784,4/3/2013 0:00,300,9
19875,4/24/2013 0:00,279,9
14920,4/19/2013 0:00,284,9
12381,4/18/2013 0:00,285,9
19892,4/28/2013 0:00,275,9
22949,4/18/2013 0:00,285,9
24392,4/12/2013 0:00,291,9
16520,4/6/2013 0:00,297,9
20001,4/24/2013 0:00,279,9
25929,4/10/2013 0:00,293,9
28783,4/28/2013 0:00,275,9
27340,4/29/2013 0:00,274,9
28717,4/30/2013 0:00,273,9
27658,4/3/2013 0:00,300,9
21409,4/24/2013 0:00,279,9
24910,4/11/2013 0:00,292,9
27028,4/20/2013 0:00,283,9
25385,4/2/2013 0:00,301,9
19122,4/3/2013 0:00,300,9
29178,4/24/2013 0:00,279,9
29301,4/25/2013 0:00,278,9
20994,4/2/2013 0:00,301,9
27243,4/17/2013 0:00,286,9
14024,4/5/2013 0:00,298,9
26261,4/20/2013 0:00,283,9
14608,4/21/2013 0:00,282,9
20748,4/16/2013 0:00,287,9
28365,4/26/2013 0:00,277,9
16958,4/3/2013 0:00,300,9
22560,4/23/2013 0:00,280,9
23496,4/10/2013 0:00,293,9
15315,4/8/2013 0:00,295,9
19105,4/26/2013 0:00,277,9
23928,4/7/2013 0:00,296,9
25554,4/27/2013 0:00,276,9
12504,4/25/2013 0:00,278,9
11614,4/5/2013 0:00,298,9
12046,4/18/2013 0:00,285,9
17788,4/1/2013 0:00,302,9
29195,4/6/2013 0:00,297,9
14422,4/6/2013 0:00,297,9
24804,4/5/2013 0:00,298,9
12384,4/10/2013 0:00,293,9
26842,4/30/2013 0:00,273,9
18767,4/20/2013 0:00,283,9
28090,4/1/2013 0:00,302,9
22082,4/13/2013 0:00,290,9
29115,4/13/2013 0:00,290,9
19998,4/4/2013 0:00,299,9
16712,4/15/2013 0:00,288,9
25219,4/6/2013 0:00,297,9
19809,4/22/2013 0:00,281,9
25368,4/4/2013 0:00,299,9
23745,4/30/2013 0:00,273,9
15544,4/28/2013 0:00,275,9
22457,4/23/2013 0:00,280,9
28053,4/15/2013 0:00,288,9
18312,4/2/2013 0:00,301,9
20868,4/4/2013 0:00,299,9
16500,4/20/2013 0:00,283,9
29089,4/7/2013 0:00,296,9
25259,4/13/2013 0:00,290,9
25720,4/1/2013 0:00,302,9
26218,4/12/2013 0:00,291,9
27884,4/15/2013 0:00,288,9
20353,4/19/2013 0:00,284,9
25620,4/10/2013 0:00,293,9
28866,4/28/2013 0:00,275,9
25136,4/5/2013 0:00,298,9
29075,4/2/2013 0:00,301,9
19019,4/19/2013 0:00,284,9
20184,4/26/2013 0:00,277,9
25657,4/21/2013 0:00,282,9
14943,4/6/2013 0:00,297,9
12218,4/25/2013 0:00,278,9
11634,4/26/2013 0:00,277,9
19102,4/28/2013 0:00,275,9
28322,4/4/2013 0:00,299,9
11402,4/2/2013 0:00,301,9
27930,4/1/2013 0:00,302,9
17170,4/14/2013 0:00,289,9
19162,4/30/2013 0:00,273,9
14130,4/28/2013 0:00,275,9
20290,4/9/2013 0:00,294,9
20041,4/24/2013 0:00,279,9
19600,4/20/2013 0:00,283,9
22517,4/19/2013 0:00,284,9
24558,4/28/2013 0:00,275,9
27237,4/29/2013 0:00,274,9
19351,4/22/2013 0:00,281,9
24807,4/12/2013 0:00,291,9
21953,4/21/2013 0:00,282,9
26344,4/14/2013 0:00,289,9
12467,4/21/2013 0:00,282,9
29324,4/3/2013 0:00,300,9
12796,4/4/2013 0:00,299,9
28116,4/23/2013 0:00,280,9
14568,4/7/2013 0:00,296,9
18896,4/19/2013 0:00,284,9
20997,4/6/2013 0:00,297,9
20605,4/25/2013 0:00,278,9
20419,4/7/2013 0:00,296,9
13495,4/18/2013 0:00,285,9
13203,4/6/2013 0:00,297,9
17886,4/27/2013 0:00,276,9
23044,4/9/2013 0:00,294,9
22108,4/18/2013 0:00,285,9
12865,4/29/2013 0:00,274,9
20173,4/14/2013 0:00,289,9
15092,4/18/2013 0:00,285,9
15951,4/21/2013 0:00,282,9
15384,4/4/2013 0:00,299,9
25669,4/2/2013 0:00,301,9
21939,4/9/2013 0:00,294,9
19775,4/5/2013 0:00,298,9
12281,4/3/2013 0:00,300,9
14202,4/28/2013 0:00,275,9
26668,4/4/2013 0:00,299,9
27664,4/15/2013 0:00,288,9
23920,4/19/2013 0:00,284,9
16134,4/26/2013 0:00,277,9
11789,4/28/2013 0:00,275,9
21753,4/30/2013 0:00,273,9
16947,4/16/2013 0:00,287,9
28205,4/26/2013 0:00,277,9
19128,4/13/2013 0:00,290,9
22045,4/13/2013 0:00,290,9
11866,4/27/2013 0:00,276,9
28723,4/4/2013 0:00,299,9
27100,4/5/2013 0:00,298,9
22506,4/25/2013 0:00,278,9
21063,4/21/2013 0:00,282,9
13097,4/8/2013 0:00,295,9
19111,4/6/2013 0:00,297,9
21126,4/22/2013 0:00,281,9
22875,4/13/2013 0:00,290,9
25351,4/5/2013 0:00,298,9
16884,4/6/2013 0:00,297,9
18358,4/10/2013 0:00,293,9
11580,4/16/2013 0:00,287,9
27478,4/9/2013 0:00,294,9
26210,4/2/2013 0:00,301,9
22088,4/14/2013 0:00,289,9
13177,4/21/2013 0:00,282,9
24830,4/13/2013 0:00,290,9
18733,4/12/2013 0:00,291,9
24876,4/20/2013 0:00,283,9
24375,4/8/2013 0:00,295,9
26542,4/13/2013 0:00,290,9
24959,4/16/2013 0:00,287,9
28597,4/18/2013 0:00,285,9
24813,4/13/2013 0:00,290,9
13100,4/17/2013 0:00,286,9
11328,4/7/2013 0:00,296,9
17820,4/18/2013 0:00,285,9
19984,4/26/2013 0:00,277,9
28514,4/27/2013 0:00,276,9
16048,4/16/2013 0:00,287,9
14511,4/5/2013 0:00,298,9
14903,4/14/2013 0:00,289,9
15673,4/10/2013 0:00,293,9
17634,4/22/2013 0:00,281,9
20502,4/20/2013 0:00,283,9
23107,4/17/2013 0:00,286,9
24109,4/13/2013 0:00,290,9
15344,4/17/2013 0:00,286,9
20299,4/13/2013 0:00,290,9
13807,4/2/2013 0:00,301,9
20127,4/12/2013 0:00,291,9
14654,4/1/2013 0:00,302,9
26184,4/7/2013 0:00,296,9
28809,4/5/2013 0:00,298,9
17694,4/19/2013 0:00,284,9
24418,4/27/2013 0:00,276,9
23774,4/5/2013 0:00,298,9
22729,4/6/2013 0:00,297,9
18799,4/4/2013 0:00,299,9
19981,4/4/2013 0:00,299,9
15882,4/15/2013 0:00,288,9
19921,4/13/2013 0:00,290,9
17342,4/4/2013 0:00,299,9
13993,4/6/2013 0:00,297,9
23728,4/10/2013 0:00,293,9
17279,4/10/2013 0:00,293,9
20505,4/4/2013 0:00,299,9
15865,4/14/2013 0:00,289,9
25142,4/4/2013 0:00,299,9
21361,4/30/2013 0:00,273,9
28746,4/8/2013 0:00,295,9
17339,4/10/2013 0:00,293,9
26044,4/20/2013 0:00,283,9
22068,4/12/2013 0:00,291,9
12722,4/6/2013 0:00,297,9
20671,4/19/2013 0:00,284,9
12015,4/22/2013 0:00,281,9
14594,4/28/2013 0:00,275,9
24773,4/16/2013 0:00,287,9
23376,4/3/2013 0:00,300,9
19426,4/10/2013 0:00,293,9
16970,4/12/2013 0:00,291,9
25062,4/12/2013 0:00,291,9
17033,4/13/2013 0:00,290,9
12659,4/16/2013 0:00,287,9
23542,4/17/2013 0:00,286,9
12533,4/13/2013 0:00,290,9
16469,4/16/2013 0:00,287,9
20382,4/30/2013 0:00,273,9
29304,4/2/2013 0:00,301,9
24435,4/18/2013 0:00,285,9
16924,4/21/2013 0:00,282,9
19586,4/2/2013 0:00,301,9
20983,4/26/2013 0:00,277,9
14036,4/2/2013 0:00,301,9
11388,4/26/2013 0:00,277,9
23064,4/11/2013 0:00,292,9
28729,4/7/2013 0:00,296,9
20024,4/30/2013 0:00,273,9
24146,4/27/2013 0:00,276,9
22380,4/3/2013 0:00,300,9
21690,4/18/2013 0:00,285,9
16200,4/24/2013 0:00,279,9
21673,4/28/2013 0:00,275,9
11617,4/7/2013 0:00,296,9
29436,4/30/2013 0:00,273,9
17843,4/28/2013 0:00,275,9
19317,4/16/2013 0:00,287,9
21089,4/12/2013 0:00,291,9
24398,4/18/2013 0:00,285,9
24982,4/28/2013 0:00,275,9
23522,4/11/2013 0:00,292,9
17047,4/2/2013 0:00,301,9
29433,4/5/2013 0:00,298,9
25434,4/16/2013 0:00,287,9
29184,4/22/2013 0:00,281,9
13220,4/1/2013 0:00,302,9
24289,4/4/2013 0:00,299,9
22878,4/9/2013 0:00,294,9
21750,4/2/2013 0:00,301,9
17720,4/16/2013 0:00,287,9
20668,4/27/2013 0:00,276,9
20150,4/7/2013 0:00,296,9
22048,4/9/2013 0:00,294,9
15885,4/27/2013 0:00,276,9
16412,4/19/2013 0:00,284,9
22077,4/6/2013 0:00,297,9
29293,4/14/2013 0:00,289,9
20634,4/7/2013 0:00,296,9
19744,4/29/2013 0:00,274,9
23797,4/12/2013 0:00,291,9
12728,4/7/2013 0:00,296,9
19867,4/29/2013 0:00,274,9
17119,4/29/2013 0:00,274,9
21739,4/4/2013 0:00,299,9
25469,4/20/2013 0:00,283,9
13189,4/14/2013 0:00,289,9
21324,4/20/2013 0:00,283,9
27358,4/27/2013 0:00,276,9
25025,4/4/2013 0:00,299,9
20909,4/10/2013 0:00,293,9
13309,4/19/2013 0:00,284,9
21261,4/19/2013 0:00,284,9
19787,4/30/2013 0:00,273,9
29107,4/19/2013 0:00,284,9
21802,4/1/2013 0:00,302,9
11374,4/15/2013 0:00,288,9
17746,4/1/2013 0:00,302,9
27939,4/10/2013 0:00,293,9
13083,4/24/2013 0:00,279,9
21510,4/2/2013 0:00,301,9
11623,4/26/2013 0:00,277,9
16415,4/24/2013 0:00,279,9
11686,4/24/2013 0:00,279,9
28002,4/1/2013 0:00,302,9
19512,4/10/2013 0:00,293,9
19558,4/19/2013 0:00,284,9
24905,4/1/2013 0:00,302,9
24318,4/25/2013 0:00,278,9
22091,4/25/2013 0:00,278,9
21095,4/26/2013 0:00,277,9
27023,4/13/2013 0:00,290,9
18931,4/16/2013 0:00,287,9
20554,4/27/2013 0:00,276,9
23949,4/23/2013 0:00,280,9
22887,4/27/2013 0:00,276,9
11626,4/7/2013 0:00,296,9
17291,4/19/2013 0:00,284,9
16707,4/6/2013 0:00,297,9
29442,4/19/2013 0:00,284,9
29250,4/25/2013 0:00,278,9
17852,4/8/2013 0:00,295,9
22074,4/28/2013 0:00,275,9
15894,4/5/2013 0:00,298,9
12379,4/21/2013 0:00,282,9
19094,4/3/2013 0:00,300,9
20345,4/12/2013 0:00,291,9
24928,4/13/2013 0:00,290,9
29173,4/27/2013 0:00,276,9
20992,4/5/2013 0:00,298,9
19595,4/12/2013 0:00,291,9
15519,4/27/2013 0:00,276,9
27401,4/30/2013 0:00,273,9
12645,4/14/2013 0:00,289,9
25629,4/22/2013 0:00,281,9
23906,4/10/2013 0:00,293,9
20348,4/8/2013 0:00,295,9
27859,4/12/2013 0:00,291,9
20989,4/27/2013 0:00,276,9
29379,4/25/2013 0:00,278,9
14122,4/16/2013 0:00,287,9
22778,4/24/2013 0:00,279,9
13524,4/16/2013 0:00,287,9
26259,4/1/2013 0:00,302,9
12207,4/11/2013 0:00,292,9
18387,4/3/2013 0:00,300,9
16521,4/1/2013 0:00,302,9
25818,4/23/2013 0:00,280,9
19641,4/13/2013 0:00,290,9
14294,4/25/2013 0:00,278,9
22698,4/13/2013 0:00,290,9
21616,4/17/2013 0:00,286,9
29190,4/17/2013 0:00,286,9
21805,4/15/2013 0:00,288,9
21115,4/21/2013 0:00,282,9
14105,4/11/2013 0:00,292,9
21742,4/29/2013 0:00,274,9
24988,4/4/2013 0:00,299,9
25380,4/17/2013 0:00,286,9
18888,4/24/2013 0:00,279,9
12213,4/1/2013 0:00,302,9
22054,4/12/2013 0:00,291,9
16389,4/15/2013 0:00,288,9
24802,4/2/2013 0:00,301,9
28211,4/11/2013 0:00,292,9
25171,4/26/2013 0:00,277,9
16143,4/15/2013 0:00,288,9
23697,4/14/2013 0:00,289,9
12934,4/10/2013 0:00,293,9
23007,4/6/2013 0:00,297,9
18768,4/28/2013 0:00,275,9
11629,4/18/2013 0:00,285,9
13793,4/2/2013 0:00,301,9
22990,4/24/2013 0:00,279,9
11583,4/8/2013 0:00,295,9
25217,4/25/2013 0:00,278,9
28961,4/12/2013 0:00,291,9
16973,4/16/2013 0:00,287,9
28028,4/8/2013 0:00,295,9
20995,4/23/2013 0:00,280,9
16326,4/9/2013 0:00,294,9
23219,4/24/2013 0:00,279,9
21135,4/20/2013 0:00,283,9
12917,4/19/2013 0:00,284,9
16249,4/29/2013 0:00,274,9
23096,4/29/2013 0:00,274,9
12814,4/28/2013 0:00,275,9
22758,4/4/2013 0:00,299,9
24693,4/12/2013 0:00,291,9
25383,4/10/2013 0:00,293,9
23760,4/14/2013 0:00,289,9
14085,4/24/2013 0:00,279,9
16956,4/11/2013 0:00,292,9
22804,4/6/2013 0:00,297,9
27046,4/16/2013 0:00,287,9
12227,4/29/2013 0:00,274,9
14454,4/2/2013 0:00,301,9
24819,4/14/2013 0:00,289,9
18602,4/10/2013 0:00,293,9
18845,4/22/2013 0:00,281,9
12980,4/4/2013 0:00,299,9
20162,4/10/2013 0:00,293,9
17122,4/5/2013 0:00,298,9
19993,4/6/2013 0:00,297,9
21075,4/16/2013 0:00,287,9
19555,4/16/2013 0:00,287,9
21782,4/28/2013 0:00,275,9
26173,4/30/2013 0:00,273,9
27945,4/26/2013 0:00,277,9
14849,4/1/2013 0:00,302,9
25091,4/7/2013 0:00,296,9
20823,4/1/2013 0:00,302,9
22343,4/4/2013 0:00,299,9
28589,4/10/2013 0:00,293,9
25343,4/7/2013 0:00,296,9
11649,4/23/2013 0:00,280,9
23116,4/26/2013 0:00,277,9
18928,4/24/2013 0:00,279,9
26485,4/16/2013 0:00,287,9
27882,4/12/2013 0:00,291,9
28964,4/24/2013 0:00,279,9
16372,4/4/2013 0:00,299,9
22174,4/30/2013 0:00,273,9
20574,4/29/2013 0:00,274,9
28712,4/12/2013 0:00,291,9
23757,4/29/2013 0:00,274,9
18024,4/1/2013 0:00,302,9
19375,4/16/2013 0:00,287,9
12282,4/7/2013 0:00,296,9
16504,4/5/2013 0:00,298,9
22876,4/18/2013 0:00,285,9
25761,4/2/2013 0:00,301,9
27496,4/29/2013 0:00,274,9
19083,4/11/2013 0:00,292,9
14108,4/8/2013 0:00,295,9
20251,4/22/2013 0:00,281,9
13985,4/22/2013 0:00,281,9
28847,4/12/2013 0:00,291,9
23826,4/11/2013 0:00,292,9
21662,4/22/2013 0:00,281,9
27221,4/29/2013 0:00,274,9
17486,4/29/2013 0:00,274,9
20603,4/22/2013 0:00,281,9
12637,4/29/2013 0:00,274,9
19129,4/3/2013 0:00,300,9
21250,4/24/2013 0:00,279,9
14280,4/20/2013 0:00,283,9
27218,4/13/2013 0:00,290,9
21768,4/14/2013 0:00,289,9
17254,4/10/2013 0:00,293,9
15216,4/7/2013 0:00,296,9
12634,4/24/2013 0:00,279,9
26700,4/26/2013 0:00,277,9
12926,4/4/2013 0:00,299,9
14878,4/21/2013 0:00,282,9
16610,4/6/2013 0:00,297,9
20789,4/12/2013 0:00,291,9
19833,4/12/2013 0:00,291,9
20852,4/16/2013 0:00,287,9
22475,4/10/2013 0:00,293,9
21001,4/30/2013 0:00,273,9
13069,4/6/2013 0:00,297,9
11426,4/9/2013 0:00,294,9
24768,4/23/2013 0:00,280,9
28452,4/15/2013 0:00,288,9
16255,4/17/2013 0:00,286,9
22043,4/6/2013 0:00,297,9
22541,4/29/2013 0:00,274,9
20500,4/23/2013 0:00,280,9
17652,4/23/2013 0:00,280,9
24991,4/13/2013 0:00,290,9
29113,4/24/2013 0:00,279,9
19518,4/26/2013 0:00,277,9
26680,4/30/2013 0:00,273,9
13899,4/13/2013 0:00,290,9
13759,4/3/2013 0:00,300,9
12362,4/21/2013 0:00,282,9
17729,4/2/2013 0:00,301,9
25206,4/1/2013 0:00,302,9
15173,4/21/2013 0:00,282,9
21665,4/21/2013 0:00,282,9
13507,4/25/2013 0:00,278,9
21336,4/15/2013 0:00,288,9
24347,4/6/2013 0:00,297,9
13178,4/16/2013 0:00,287,9
